nanotube along the armchair direction

2238 atoms 

1 atom types 

#simulation box 
-0.710000 137.020669 xlo xhi
-9.619741 9.619741 ylo yhi
-9.619741 9.619741 zlo zhi

Masses

1 12.010000 

Atoms

2014 1 124.030426 -5.038330 4.536532
2015 1 122.802399 -5.484926 3.985032
2016 1 122.802399 -6.193602 2.757569
2017 1 124.030426 -6.447917 2.095055
2018 1 124.030426 -6.742601 0.708676
2019 1 122.802399 -6.779741 0.000000
2020 1 122.802399 -6.631588 -1.409587
2021 1 124.030426 -6.447917 -2.095055
2022 1 124.030426 -5.871428 -3.389870
2023 1 122.802399 -5.484926 -3.985032
2024 1 122.802399 -4.536532 -5.038330
2025 1 124.030426 -3.985032 -5.484926
2026 1 124.030426 -2.757569 -6.193602
2027 1 122.802399 -2.095055 -6.447917
2028 1 122.802399 -0.708676 -6.742601
2029 1 124.030426 -0.000000 -6.779741
2030 1 124.030426 1.409587 -6.631588
2031 1 122.802399 2.095055 -6.447917
2032 1 122.802399 3.389870 -5.871428
2033 1 124.030426 3.985032 -5.484926
2034 1 124.030426 5.038330 -4.536532
2035 1 122.802399 5.484926 -3.985032
2036 1 122.802399 6.193602 -2.757569
2037 1 124.030426 6.447917 -2.095055
2038 1 124.030426 6.742601 -0.708676
2039 1 125.258453 6.779741 0.000000
2040 1 125.258453 6.631588 1.409587
2041 1 126.486473 6.447917 2.095055
2042 1 126.486473 5.871428 3.389870
2043 1 125.258453 5.484926 3.985032
2044 1 125.258453 4.536532 5.038330
2045 1 126.486473 3.985032 5.484926
2046 1 126.486473 2.757569 6.193602
2047 1 125.258453 2.095055 6.447917
2048 1 125.258453 0.708676 6.742601
2049 1 126.486473 0.000000 6.779741
2050 1 126.486473 -1.409587 6.631588
2051 1 125.258453 -2.095055 6.447917
2052 1 125.258453 -3.389870 5.871428
2053 1 126.486473 -3.985032 5.484926
2054 1 126.486473 -5.038330 4.536532
2055 1 125.258453 -5.484926 3.985032
2056 1 125.258453 -6.193602 2.757569
2057 1 126.486473 -6.447917 2.095055
2058 1 126.486473 -6.742601 0.708676
2059 1 125.258453 -6.779741 0.000000
2060 1 125.258453 -6.631588 -1.409587
2061 1 126.486473 -6.447917 -2.095055
2062 1 126.486473 -5.871428 -3.389870
2063 1 125.258453 -5.484926 -3.985032
2064 1 125.258453 -4.536532 -5.038330
2065 1 126.486473 -3.985032 -5.484926
2066 1 126.486473 -2.757569 -6.193602
2067 1 125.258453 -2.095055 -6.447917
2068 1 125.258453 -0.708676 -6.742601
2069 1 126.486473 -0.000000 -6.779741
2070 1 126.486473 1.409587 -6.631588
2071 1 125.258453 2.095055 -6.447917
2072 1 125.258453 3.389870 -5.871428
2073 1 126.486473 3.985032 -5.484926
2074 1 126.486473 5.038330 -4.536532
2075 1 125.258453 5.484926 -3.985032
2076 1 125.258453 6.193602 -2.757569
2077 1 126.486473 6.447917 -2.095055
2078 1 126.486473 6.742601 -0.708676
2079 1 127.714500 6.779741 0.000000
2080 1 127.714500 6.631588 1.409587
2081 1 128.942520 6.447917 2.095055
2082 1 128.942520 5.871428 3.389870
2083 1 127.714500 5.484926 3.985032
2084 1 127.714500 4.536532 5.038330
2085 1 128.942520 3.985032 5.484926
2086 1 128.942520 2.757569 6.193602
2087 1 127.714500 2.095055 6.447917
2088 1 127.714500 0.708676 6.742601
2089 1 128.942520 0.000000 6.779741
2090 1 128.942520 -1.409587 6.631588
2091 1 127.714500 -2.095055 6.447917
2092 1 127.714500 -3.389870 5.871428
2093 1 128.942520 -3.985032 5.484926
2094 1 128.942520 -5.038330 4.536532
2095 1 127.714500 -5.484926 3.985032
2096 1 127.714500 -6.193602 2.757569
2097 1 128.942520 -6.447917 2.095055
2098 1 128.942520 -6.742601 0.708676
2099 1 127.714500 -6.779741 0.000000
2100 1 127.714500 -6.631588 -1.409587
2101 1 128.942520 -6.447917 -2.095055
2102 1 128.942520 -5.871428 -3.389870
2103 1 127.714500 -5.484926 -3.985032
2104 1 127.714500 -4.536532 -5.038330
2105 1 128.942520 -3.985032 -5.484926
2106 1 128.942520 -2.757569 -6.193602
2107 1 127.714500 -2.095055 -6.447917
2108 1 127.714500 -0.708676 -6.742601
2109 1 128.942520 -0.000000 -6.779741
2110 1 128.942520 1.409587 -6.631588
2111 1 127.714500 2.095055 -6.447917
2112 1 127.714500 3.389870 -5.871428
2113 1 128.942520 3.985032 -5.484926
2114 1 128.942520 5.038330 -4.536532
2115 1 127.714500 5.484926 -3.985032
2116 1 127.714500 6.193602 -2.757569
2117 1 128.942520 6.447917 -2.095055
2118 1 128.942520 6.742601 -0.708676
2119 1 130.170547 6.779741 0.000000
2120 1 130.170547 6.631588 1.409587
2121 1 131.398575 6.447917 2.095055
2122 1 131.398575 5.871428 3.389870
2123 1 130.170547 5.484926 3.985032
2124 1 130.170547 4.536532 5.038330
2125 1 131.398575 3.985032 5.484926
2126 1 131.398575 2.757569 6.193602
2127 1 130.170547 2.095055 6.447917
2128 1 130.170547 0.708676 6.742601
2129 1 131.398575 0.000000 6.779741
2130 1 131.398575 -1.409587 6.631588
2131 1 130.170547 -2.095055 6.447917
2132 1 130.170547 -3.389870 5.871428
2133 1 131.398575 -3.985032 5.484926
2134 1 131.398575 -5.038330 4.536532
2135 1 130.170547 -5.484926 3.985032
2136 1 130.170547 -6.193602 2.757569
2137 1 131.398575 -6.447917 2.095055
2138 1 131.398575 -6.742601 0.708676
2139 1 130.170547 -6.779741 0.000000
2140 1 130.170547 -6.631588 -1.409587
2141 1 131.398575 -6.447917 -2.095055
2142 1 131.398575 -5.871428 -3.389870
2143 1 130.170547 -5.484926 -3.985032
2144 1 130.170547 -4.536532 -5.038330
2145 1 131.398575 -3.985032 -5.484926
2146 1 131.398575 -2.757569 -6.193602
2147 1 130.170547 -2.095055 -6.447917
2148 1 130.170547 -0.708676 -6.742601
2149 1 131.398575 -0.000000 -6.779741
2150 1 131.398575 1.409587 -6.631588
2151 1 130.170547 2.095055 -6.447917
2152 1 130.170547 3.389870 -5.871428
2153 1 131.398575 3.985032 -5.484926
2154 1 131.398575 5.038330 -4.536532
2155 1 130.170547 5.484926 -3.985032
2156 1 130.170547 6.193602 -2.757569
2157 1 131.398575 6.447917 -2.095055
2158 1 131.398575 6.742601 -0.708676
2159 1 132.626587 6.779741 0.000000
2160 1 132.626587 6.631588 1.409587
2161 1 133.854614 6.447917 2.095055
2162 1 133.854614 5.871428 3.389870
2163 1 132.626587 5.484926 3.985032
2164 1 132.626587 4.536532 5.038330
2165 1 133.854614 3.985032 5.484926
2166 1 133.854614 2.757569 6.193602
2167 1 132.626587 2.095055 6.447917
2168 1 132.626587 0.708676 6.742601
2169 1 133.854614 0.000000 6.779741
2170 1 133.854614 -1.409587 6.631588
2171 1 132.626587 -2.095055 6.447917
2172 1 132.626587 -3.389870 5.871428
2173 1 133.854614 -3.985032 5.484926
2174 1 133.854614 -5.038330 4.536532
2175 1 132.626587 -5.484926 3.985032
2176 1 132.626587 -6.193602 2.757569
2177 1 133.854614 -6.447917 2.095055
2178 1 133.854614 -6.742601 0.708676
2179 1 132.626587 -6.779741 0.000000
2180 1 132.626587 -6.631588 -1.409587
2181 1 133.854614 -6.447917 -2.095055
2182 1 133.854614 -5.871428 -3.389870
2183 1 132.626587 -5.484926 -3.985032
2184 1 132.626587 -4.536532 -5.038330
2185 1 133.854614 -3.985032 -5.484926
2186 1 133.854614 -2.757569 -6.193602
2187 1 132.626587 -2.095055 -6.447917
2188 1 132.626587 -0.708676 -6.742601
2189 1 133.854614 -0.000000 -6.779741
2190 1 133.854614 1.409587 -6.631588
2191 1 132.626587 2.095055 -6.447917
2192 1 132.626587 3.389870 -5.871428
2193 1 133.854614 3.985032 -5.484926
2194 1 133.854614 5.038330 -4.536532
2195 1 132.626587 5.484926 -3.985032
2196 1 132.626587 6.193602 -2.757569
2197 1 133.854614 6.447917 -2.095055
2198 1 133.854614 6.742601 -0.708676
2199 1 135.082642 6.779741 0.000000
2200 1 135.082642 6.631588 1.409587
2201 1 136.310669 6.447917 2.095055
2202 1 136.310669 5.871428 3.389870
2203 1 135.082642 5.484926 3.985032
2204 1 135.082642 4.536532 5.038330
2205 1 136.310669 3.985032 5.484926
2206 1 136.310669 2.757569 6.193602
2207 1 135.082642 2.095055 6.447917
2208 1 135.082642 0.708676 6.742601
2209 1 136.310669 0.000000 6.779741
2210 1 136.310669 -1.409587 6.631588
2211 1 135.082642 -2.095055 6.447917
2212 1 135.082642 -3.389870 5.871428
2213 1 136.310669 -3.985032 5.484926
2214 1 136.310669 -5.038330 4.536532
2215 1 135.082642 -5.484926 3.985032
2216 1 135.082642 -6.193602 2.757569
2217 1 136.310669 -6.447917 2.095055
2218 1 136.310669 -6.742601 0.708676
2219 1 135.082642 -6.779741 0.000000
2220 1 135.082642 -6.631588 -1.409587
2221 1 136.310669 -6.447917 -2.095055
2222 1 136.310669 -5.871428 -3.389870
2223 1 135.082642 -5.484926 -3.985032
2224 1 135.082642 -4.536532 -5.038330
2225 1 136.310669 -3.985032 -5.484926
2226 1 136.310669 -2.757569 -6.193602
2227 1 135.082642 -2.095055 -6.447917
2228 1 135.082642 -0.708676 -6.742601
2229 1 136.310669 -0.000000 -6.779741
2230 1 136.310669 1.409587 -6.631588
2231 1 135.082642 2.095055 -6.447917
2232 1 135.082642 3.389870 -5.871428
2233 1 136.310669 3.985032 -5.484926
2234 1 136.310669 5.038330 -4.536532
2235 1 135.082642 5.484926 -3.985032
2236 1 135.082642 6.193602 -2.757569
2237 1 136.310669 6.447917 -2.095055
2238 1 136.310669 6.742601 -0.708676
