  batch      l2_tst    l2_trn     l2_etst   l2_etrn     l2_ftst   l2_ftrn         lr
4289000    8.95e-02  8.95e-02    2.51e-04  2.36e-04    3.12e-02  3.12e-02    3.6e-05
4290000    7.89e-02  7.70e-02    1.27e-03  1.25e-03    2.76e-02  2.69e-02    3.6e-05
4291000    1.28e-01  2.30e-01    2.60e-04  4.53e-04    4.47e-02  8.05e-02    3.6e-05
4292000    8.95e-02  9.04e-02    4.74e-04  5.01e-04    3.13e-02  3.16e-02    3.6e-05
4293000    9.06e-02  9.07e-02    1.95e-03  1.99e-03    3.15e-02  3.16e-02    3.6e-05
4294000    7.71e-02  9.87e-02    9.74e-04  9.98e-04    2.70e-02  3.46e-02    3.6e-05
4295000    7.69e-02  7.45e-02    1.11e-03  1.17e-03    2.69e-02  2.61e-02    3.6e-05
4296000    1.25e-01  8.25e-02    6.06e-04  4.47e-04    4.38e-02  2.89e-02    3.6e-05
4297000    3.19e-01  3.76e-01    1.87e-03  2.31e-03    1.12e-01  1.32e-01    3.6e-05
4298000    1.28e-01  9.57e-02    3.09e-03  3.03e-03    4.47e-02  3.34e-02    3.6e-05
4299000    8.95e-02  8.98e-02    4.17e-04  4.64e-04    3.13e-02  3.14e-02    3.6e-05
4300000    8.89e-02  9.27e-02    2.55e-04  1.61e-04    3.13e-02  3.26e-02    3.5e-05
4301000    7.53e-02  7.74e-02    3.38e-04  3.16e-04    2.65e-02  2.73e-02    3.5e-05
4302000    7.72e-02  7.89e-02    9.02e-04  8.42e-04    2.72e-02  2.78e-02    3.5e-05
4303000    8.91e-02  8.56e-02    5.42e-04  5.67e-04    3.13e-02  3.01e-02    3.5e-05
4304000    7.67e-02  6.85e-02    3.71e-04  3.01e-04    2.70e-02  2.41e-02    3.5e-05
4305000    7.50e-02  7.87e-02    2.70e-04  2.26e-04    2.64e-02  2.77e-02    3.5e-05
4306000    7.64e-02  5.18e-02    5.53e-04  5.71e-04    2.69e-02  1.82e-02    3.5e-05
4307000    3.23e-01  2.67e-01    1.66e-02  1.61e-02    1.13e-01  9.30e-02    3.5e-05
4308000    7.69e-02  7.58e-02    3.37e-04  3.35e-04    2.71e-02  2.67e-02    3.5e-05
4309000    9.01e-02  8.94e-02    5.78e-04  5.39e-04    3.17e-02  3.14e-02    3.5e-05
4310000    1.24e-01  2.13e-01    3.31e-04  5.04e-04    4.39e-02  7.54e-02    3.5e-05
4311000    1.24e-01  1.20e-01    2.56e-04  1.29e-04    4.38e-02  4.24e-02    3.5e-05
4312000    7.59e-02  1.18e-01    1.76e-03  1.74e-03    2.68e-02  4.16e-02    3.5e-05
4313000    8.83e-02  8.32e-02    4.96e-04  4.34e-04    3.12e-02  2.94e-02    3.5e-05
4314000    3.17e-01  3.31e-01    3.95e-03  3.46e-03    1.12e-01  1.17e-01    3.5e-05
4315000    8.91e-02  8.84e-02    6.84e-04  6.49e-04    3.15e-02  3.12e-02    3.5e-05
4316000    7.63e-02  6.81e-02    2.47e-04  2.25e-04    2.70e-02  2.41e-02    3.5e-05
4317000    3.14e-01  2.82e-01    8.70e-03  8.89e-03    1.11e-01  9.94e-02    3.5e-05
4318000    3.13e-01  3.10e-01    1.59e-03  1.68e-03    1.11e-01  1.10e-01    3.5e-05
4319000    3.14e-01  3.09e-01    1.77e-03  2.05e-03    1.11e-01  1.09e-01    3.5e-05
4320000    7.65e-02  6.63e-02    1.05e-04  1.21e-04    2.72e-02  2.36e-02    3.5e-05
4321000    3.24e-01  3.22e-01    2.38e-02  2.33e-02    1.13e-01  1.13e-01    3.5e-05
4322000    7.42e-02  7.51e-02    2.11e-04  1.80e-04    2.64e-02  2.67e-02    3.5e-05
4323000    7.44e-02  8.88e-02    9.60e-04  1.04e-03    2.64e-02  3.16e-02    3.5e-05
4324000    3.24e-01  3.10e-01    1.93e-02  1.95e-02    1.14e-01  1.09e-01    3.5e-05
4325000    7.44e-02  7.61e-02    4.32e-04  5.55e-04    2.64e-02  2.71e-02    3.5e-05
4326000    8.91e-02  9.02e-02    5.04e-04  5.27e-04    3.17e-02  3.21e-02    3.5e-05
4327000    3.13e-01  2.75e-01    6.03e-03  5.90e-03    1.11e-01  9.78e-02    3.5e-05
4328000    7.64e-02  7.96e-02    1.91e-04  1.85e-04    2.71e-02  2.83e-02    3.5e-05
4329000    8.72e-02  8.77e-02    2.43e-04  2.78e-04    3.10e-02  3.12e-02    3.5e-05
4330000    3.09e-01  3.58e-01    1.79e-03  1.55e-03    1.10e-01  1.28e-01    3.4e-05
4331000    7.54e-02  6.55e-02    2.64e-04  2.42e-04    2.69e-02  2.34e-02    3.4e-05
4332000    8.79e-02  8.87e-02    2.14e-03  2.19e-03    3.12e-02  3.15e-02    3.4e-05
4333000    8.68e-02  8.71e-02    4.36e-04  4.27e-04    3.10e-02  3.11e-02    3.4e-05
4334000    7.76e-02  7.43e-02    6.18e-04  5.85e-04    2.77e-02  2.65e-02    3.4e-05
4335000    8.69e-02  9.09e-02    2.27e-04  2.38e-04    3.10e-02  3.25e-02    3.4e-05
4336000    3.11e-01  3.40e-01    8.73e-03  8.32e-03    1.11e-01  1.21e-01    3.4e-05
4337000    8.66e-02  8.40e-02    7.51e-04  8.02e-04    3.09e-02  3.00e-02    3.4e-05
4338000    8.85e-02  8.90e-02    1.54e-03  1.49e-03    3.15e-02  3.17e-02    3.4e-05
4339000    3.12e-01  3.41e-01    7.94e-03  7.56e-03    1.11e-01  1.22e-01    3.4e-05
4340000    1.23e-01  1.06e-01    2.34e-04  2.32e-04    4.40e-02  3.80e-02    3.4e-05
4341000    8.67e-02  9.06e-02    2.18e-04  2.20e-04    3.11e-02  3.25e-02    3.4e-05
4342000    1.22e-01  6.90e-02    4.07e-04  2.79e-04    4.38e-02  2.48e-02    3.4e-05
4343000    7.38e-02  8.09e-02    2.79e-04  2.83e-04    2.65e-02  2.91e-02    3.4e-05
4344000    3.13e-01  2.98e-01    1.40e-02  1.44e-02    1.12e-01  1.06e-01    3.4e-05
4345000    7.33e-02  7.40e-02    1.97e-04  1.60e-04    2.63e-02  2.66e-02    3.4e-05
4346000    3.09e-01  2.54e-01    2.72e-03  2.27e-03    1.11e-01  9.11e-02    3.4e-05
4347000    7.33e-02  7.30e-02    5.87e-04  5.20e-04    2.63e-02  2.62e-02    3.4e-05
4348000    7.40e-02  7.19e-02    1.19e-04  1.02e-04    2.66e-02  2.58e-02    3.4e-05
4349000    7.43e-02  9.74e-02    3.50e-04  3.56e-04    2.67e-02  3.50e-02    3.4e-05
4350000    1.23e-01  2.15e-01    3.12e-04  5.05e-04    4.45e-02  7.76e-02    3.3e-05
4351000    7.48e-02  8.84e-02    1.18e-04  1.70e-04    2.70e-02  3.19e-02    3.3e-05
4352000    1.22e-01  1.15e-01    2.70e-04  3.57e-04    4.39e-02  4.14e-02    3.3e-05
4353000    7.44e-02  1.06e-01    4.37e-04  4.26e-04    2.69e-02  3.83e-02    3.3e-05
4354000    3.06e-01  2.69e-01    3.34e-03  3.01e-03    1.10e-01  9.69e-02    3.3e-05
4355000    7.29e-02  7.96e-02    1.34e-03  1.28e-03    2.63e-02  2.87e-02    3.3e-05
4356000    1.22e-01  8.92e-02    1.17e-03  1.10e-03    4.39e-02  3.22e-02    3.3e-05
4357000    1.22e-01  8.29e-02    4.81e-04  4.84e-04    4.40e-02  2.99e-02    3.3e-05
4358000    8.57e-02  8.79e-02    2.54e-04  2.45e-04    3.09e-02  3.17e-02    3.3e-05
4359000    7.47e-02  6.09e-02    6.50e-04  6.52e-04    2.69e-02  2.20e-02    3.3e-05
4360000    8.58e-02  8.33e-02    5.97e-04  4.99e-04    3.11e-02  3.02e-02    3.3e-05
4361000    1.21e-01  1.19e-01    2.39e-04  1.97e-04    4.39e-02  4.30e-02    3.3e-05
4362000    7.53e-02  7.96e-02    1.76e-03  1.81e-03    2.72e-02  2.88e-02    3.3e-05
4363000    3.05e-01  3.24e-01    4.21e-03  5.18e-03    1.10e-01  1.17e-01    3.3e-05
4364000    8.49e-02  7.91e-02    4.69e-04  4.15e-04    3.08e-02  2.87e-02    3.3e-05
4365000    3.08e-01  3.31e-01    1.40e-02  1.35e-02    1.11e-01  1.20e-01    3.3e-05
4366000    7.40e-02  7.03e-02    7.32e-04  8.00e-04    2.68e-02  2.55e-02    3.3e-05
4367000    7.52e-02  6.99e-02    2.70e-03  2.69e-03    2.71e-02  2.51e-02    3.3e-05
4368000    8.59e-02  9.32e-02    5.41e-04  5.73e-04    3.11e-02  3.38e-02    3.3e-05
4369000    3.05e-01  3.15e-01    3.28e-03  3.39e-03    1.11e-01  1.14e-01    3.3e-05
4370000    1.20e-01  1.13e-01    2.33e-04  1.78e-04    4.39e-02  4.10e-02    3.3e-05
4371000    7.32e-02  6.22e-02    3.26e-04  3.19e-04    2.67e-02  2.27e-02    3.3e-05
4372000    3.05e-01  2.98e-01    7.08e-03  6.99e-03    1.11e-01  1.08e-01    3.3e-05
4373000    8.85e-02  9.07e-02    1.70e-03  1.67e-03    3.21e-02  3.29e-02    3.3e-05
4374000    1.20e-01  1.96e-01    3.78e-04  5.47e-04    4.38e-02  7.15e-02    3.3e-05
4375000    8.44e-02  8.17e-02    2.28e-04  2.39e-04    3.08e-02  2.98e-02    3.3e-05
4376000    7.29e-02  8.28e-02    2.94e-04  2.71e-04    2.66e-02  3.02e-02    3.3e-05
4377000    3.03e-01  3.18e-01    3.92e-03  4.48e-03    1.10e-01  1.16e-01    3.3e-05
4378000    3.03e-01  2.80e-01    6.73e-03  6.70e-03    1.10e-01  1.02e-01    3.3e-05
4379000    7.29e-02  6.96e-02    2.02e-04  1.79e-04    2.66e-02  2.54e-02    3.3e-05
4380000    7.32e-02  7.87e-02    3.93e-04  4.24e-04    2.68e-02  2.88e-02    3.2e-05
4381000    7.31e-02  8.13e-02    1.03e-03  1.02e-03    2.67e-02  2.97e-02    3.2e-05
4382000    3.02e-01  2.69e-01    1.53e-03  1.63e-03    1.10e-01  9.85e-02    3.2e-05
4383000    7.19e-02  8.15e-02    1.81e-04  1.33e-04    2.64e-02  2.98e-02    3.2e-05
4384000    1.20e-01  1.39e-01    6.14e-04  5.43e-04    4.38e-02  5.10e-02    3.2e-05
4385000    7.32e-02  6.28e-02    2.25e-04  2.53e-04    2.68e-02  2.30e-02    3.2e-05
4386000    1.19e-01  7.26e-02    2.93e-04  1.72e-04    4.37e-02  2.66e-02    3.2e-05
4387000    1.20e-01  1.42e-01    3.62e-04  3.56e-04    4.38e-02  5.19e-02    3.2e-05
4388000    3.03e-01  3.04e-01    1.20e-02  1.19e-02    1.11e-01  1.11e-01    3.2e-05
4389000    7.15e-02  7.83e-02    2.43e-04  2.53e-04    2.62e-02  2.87e-02    3.2e-05
4390000    8.39e-02  8.60e-02    6.88e-04  6.60e-04    3.09e-02  3.16e-02    3.2e-05
4391000    3.01e-01  3.40e-01    9.30e-03  8.85e-03    1.11e-01  1.25e-01    3.2e-05
4392000    8.34e-02  8.24e-02    4.99e-04  5.87e-04    3.07e-02  3.03e-02    3.2e-05
4393000    8.39e-02  8.80e-02    2.26e-04  2.02e-04    3.09e-02  3.24e-02    3.2e-05
4394000    7.22e-02  6.11e-02    2.83e-04  2.89e-04    2.66e-02  2.25e-02    3.2e-05
4395000    7.21e-02  7.08e-02    7.18e-04  7.87e-04    2.65e-02  2.60e-02    3.2e-05
4396000    1.19e-01  8.64e-02    2.66e-04  1.68e-04    4.39e-02  3.18e-02    3.2e-05
4397000    1.19e-01  8.38e-02    1.15e-03  1.08e-03    4.39e-02  3.08e-02    3.2e-05
4398000    1.19e-01  1.16e-01    2.24e-04  2.01e-04    4.38e-02  4.28e-02    3.2e-05
4399000    8.33e-02  8.33e-02    2.48e-04  2.52e-04    3.07e-02  3.07e-02    3.2e-05
4400000    7.13e-02  6.43e-02    3.62e-04  3.32e-04    2.64e-02  2.38e-02    3.2e-05
4401000    7.19e-02  5.82e-02    2.73e-04  2.90e-04    2.66e-02  2.15e-02    3.2e-05
4402000    7.24e-02  5.29e-02    3.39e-04  3.38e-04    2.68e-02  1.96e-02    3.2e-05
4403000    1.19e-01  1.05e-01    7.35e-04  7.75e-04    4.40e-02  3.90e-02    3.2e-05
4404000    7.22e-02  6.99e-02    6.75e-04  6.21e-04    2.67e-02  2.59e-02    3.2e-05
4405000    1.18e-01  1.25e-01    6.66e-04  5.62e-04    4.38e-02  4.64e-02    3.2e-05
4406000    7.25e-02  7.83e-02    5.91e-04  6.04e-04    2.68e-02  2.90e-02    3.2e-05
4407000    7.25e-02  1.09e-01    6.22e-04  6.62e-04    2.68e-02  4.03e-02    3.2e-05
4408000    7.13e-02  7.93e-02    2.59e-04  2.65e-04    2.64e-02  2.93e-02    3.2e-05
4409000    7.48e-02  8.03e-02    1.58e-03  1.60e-03    2.76e-02  2.96e-02    3.2e-05
4410000    7.40e-02  9.05e-02    1.69e-04  1.66e-04    2.75e-02  3.36e-02    3.1e-05
4411000    7.19e-02  6.50e-02    2.74e-04  2.72e-04    2.68e-02  2.42e-02    3.1e-05
4412000    7.06e-02  6.97e-02    2.45e-04  3.09e-04    2.63e-02  2.59e-02    3.1e-05
4413000    7.10e-02  7.56e-02    1.07e-03  1.08e-03    2.64e-02  2.81e-02    3.1e-05
4414000    7.18e-02  9.81e-02    8.90e-04  9.04e-04    2.67e-02  3.64e-02    3.1e-05
4415000    7.03e-02  7.60e-02    6.08e-04  5.76e-04    2.61e-02  2.83e-02    3.1e-05
4416000    1.18e-01  1.23e-01    2.45e-04  1.13e-04    4.38e-02  4.56e-02    3.1e-05
4417000    8.29e-02  8.48e-02    3.51e-04  2.76e-04    3.08e-02  3.15e-02    3.1e-05
4418000    7.17e-02  8.09e-02    8.69e-05  9.71e-05    2.67e-02  3.01e-02    3.1e-05
4419000    7.12e-02  7.36e-02    2.61e-03  2.60e-03    2.63e-02  2.72e-02    3.1e-05
4420000    7.14e-02  6.48e-02    4.15e-04  4.43e-04    2.67e-02  2.42e-02    3.1e-05
4421000    1.17e-01  7.84e-02    4.60e-04  4.29e-04    4.38e-02  2.93e-02    3.1e-05
4422000    7.33e-02  6.11e-02    4.79e-04  4.05e-04    2.74e-02  2.28e-02    3.1e-05
4423000    7.10e-02  6.65e-02    5.19e-04  4.99e-04    2.65e-02  2.48e-02    3.1e-05
4424000    7.12e-02  6.97e-02    3.52e-04  3.50e-04    2.66e-02  2.60e-02    3.1e-05
4425000    7.05e-02  7.22e-02    1.89e-04  1.08e-04    2.64e-02  2.70e-02    3.1e-05
4426000    1.18e-01  2.00e-01    2.53e-04  4.24e-04    4.41e-02  7.49e-02    3.1e-05
4427000    2.97e-01  3.62e-01    7.67e-03  7.67e-03    1.11e-01  1.35e-01    3.1e-05
4428000    1.17e-01  7.13e-02    2.22e-04  1.57e-04    4.38e-02  2.67e-02    3.1e-05
4429000    2.94e-01  3.02e-01    4.97e-03  4.43e-03    1.10e-01  1.13e-01    3.1e-05
4430000    7.41e-02  5.89e-02    7.46e-04  7.46e-04    2.78e-02  2.21e-02    3.0e-05
4431000    8.15e-02  7.84e-02    3.23e-04  3.62e-04    3.06e-02  2.94e-02    3.0e-05
4432000    1.17e-01  9.56e-02    4.62e-04  4.82e-04    4.41e-02  3.59e-02    3.0e-05
4433000    7.11e-02  6.56e-02    4.90e-04  5.09e-04    2.67e-02  2.46e-02    3.0e-05
4434000    2.93e-01  2.88e-01    2.40e-03  2.52e-03    1.10e-01  1.08e-01    3.0e-05
4435000    1.16e-01  8.01e-02    2.38e-04  3.49e-04    4.37e-02  3.01e-02    3.0e-05
4436000    6.98e-02  5.99e-02    1.05e-03  1.09e-03    2.62e-02  2.24e-02    3.0e-05
4437000    1.17e-01  1.90e-01    6.39e-04  9.12e-04    4.38e-02  7.14e-02    3.0e-05
4438000    2.93e-01  2.90e-01    3.13e-03  3.00e-03    1.10e-01  1.09e-01    3.0e-05
4439000    7.23e-02  8.56e-02    4.24e-04  4.49e-04    2.72e-02  3.21e-02    3.0e-05
4440000    7.13e-02  6.06e-02    4.69e-04  4.37e-04    2.69e-02  2.29e-02    3.0e-05
4441000    2.91e-01  2.72e-01    6.25e-03  6.15e-03    1.10e-01  1.03e-01    3.0e-05
4442000    7.04e-02  5.26e-02    2.05e-04  2.24e-04    2.66e-02  1.98e-02    3.0e-05
4443000    8.27e-02  8.17e-02    2.06e-04  2.30e-04    3.12e-02  3.08e-02    3.0e-05
4444000    7.35e-02  6.96e-02    1.22e-04  1.51e-04    2.77e-02  2.63e-02    3.0e-05
4445000    2.91e-01  3.14e-01    3.05e-03  3.47e-03    1.10e-01  1.18e-01    3.0e-05
4446000    7.26e-02  9.08e-02    5.91e-04  5.59e-04    2.74e-02  3.43e-02    3.0e-05
4447000    7.08e-02  6.78e-02    3.49e-04  3.63e-04    2.67e-02  2.56e-02    3.0e-05
4448000    8.10e-02  8.12e-02    2.51e-04  2.21e-04    3.06e-02  3.07e-02    3.0e-05
4449000    1.18e-01  1.29e-01    8.49e-04  8.24e-04    4.47e-02  4.87e-02    3.0e-05
4450000    1.16e-01  1.46e-01    9.04e-04  8.83e-04    4.39e-02  5.53e-02    3.0e-05
4451000    1.15e-01  6.97e-02    1.25e-03  1.24e-03    4.38e-02  2.64e-02    3.0e-05
4452000    6.88e-02  5.74e-02    2.88e-04  2.62e-04    2.61e-02  2.18e-02    3.0e-05
4453000    8.04e-02  8.16e-02    4.22e-04  4.50e-04    3.05e-02  3.09e-02    3.0e-05
4454000    7.02e-02  6.90e-02    4.12e-04  3.95e-04    2.66e-02  2.62e-02    3.0e-05
4455000    7.04e-02  6.12e-02    5.42e-04  4.77e-04    2.67e-02  2.32e-02    3.0e-05
4456000    2.95e-01  2.32e-01    4.75e-03  4.38e-03    1.12e-01  8.79e-02    3.0e-05
4457000    7.21e-02  7.80e-02    3.38e-04  3.99e-04    2.73e-02  2.96e-02    3.0e-05
4458000    7.01e-02  8.34e-02    5.00e-04  4.90e-04    2.66e-02  3.16e-02    3.0e-05
4459000    8.03e-02  7.89e-02    2.51e-04  2.79e-04    3.05e-02  2.99e-02    3.0e-05
4460000    6.91e-02  7.31e-02    5.26e-04  4.76e-04    2.63e-02  2.78e-02    2.9e-05
4461000    8.15e-02  8.11e-02    6.87e-04  5.91e-04    3.10e-02  3.09e-02    2.9e-05
4462000    6.96e-02  5.73e-02    1.89e-04  2.30e-04    2.65e-02  2.18e-02    2.9e-05
4463000    1.15e-01  1.02e-01    2.37e-04  1.65e-04    4.39e-02  3.90e-02    2.9e-05
4464000    7.00e-02  6.16e-02    1.33e-04  1.25e-04    2.67e-02  2.35e-02    2.9e-05
4465000    7.22e-02  6.14e-02    8.55e-04  8.68e-04    2.75e-02  2.34e-02    2.9e-05
4466000    1.15e-01  1.18e-01    7.22e-04  8.19e-04    4.39e-02  4.51e-02    2.9e-05
4467000    2.90e-01  2.94e-01    1.75e-03  1.55e-03    1.10e-01  1.12e-01    2.9e-05
4468000    6.87e-02  7.10e-02    2.89e-04  2.64e-04    2.62e-02  2.70e-02    2.9e-05
4469000    1.21e-01  1.36e-01    8.92e-04  8.10e-04    4.63e-02  5.19e-02    2.9e-05
4470000    8.01e-02  7.42e-02    2.95e-04  3.51e-04    3.07e-02  2.84e-02    2.9e-05
4471000    1.14e-01  1.10e-01    2.98e-04  2.07e-04    4.39e-02  4.23e-02    2.9e-05
4472000    8.03e-02  7.84e-02    2.72e-04  2.86e-04    3.08e-02  3.00e-02    2.9e-05
4473000    2.88e-01  3.02e-01    4.07e-03  4.06e-03    1.10e-01  1.16e-01    2.9e-05
4474000    6.98e-02  6.43e-02    2.06e-04  1.91e-04    2.68e-02  2.46e-02    2.9e-05
4475000    1.14e-01  1.48e-01    4.55e-04  3.40e-04    4.37e-02  5.67e-02    2.9e-05
4476000    6.93e-02  5.77e-02    1.07e-03  1.03e-03    2.65e-02  2.21e-02    2.9e-05
4477000    7.99e-02  7.62e-02    2.13e-04  2.19e-04    3.06e-02  2.92e-02    2.9e-05
4478000    2.86e-01  2.74e-01    7.01e-03  7.00e-03    1.09e-01  1.05e-01    2.9e-05
4479000    7.96e-02  8.11e-02    3.37e-04  3.61e-04    3.05e-02  3.10e-02    2.9e-05
4480000    2.86e-01  3.13e-01    7.22e-03  8.20e-03    1.10e-01  1.20e-01    2.9e-05
4481000    1.14e-01  1.00e-01    2.60e-04  1.50e-04    4.37e-02  3.86e-02    2.9e-05
4482000    7.90e-02  7.84e-02    2.63e-04  1.74e-04    3.04e-02  3.02e-02    2.9e-05
4483000    2.84e-01  2.64e-01    2.90e-03  2.96e-03    1.09e-01  1.02e-01    2.9e-05
4484000    7.92e-02  8.18e-02    3.10e-04  3.47e-04    3.05e-02  3.15e-02    2.9e-05
4485000    6.78e-02  7.40e-02    1.97e-04  2.71e-04    2.61e-02  2.85e-02    2.9e-05
4486000    7.93e-02  7.58e-02    5.85e-04  5.46e-04    3.05e-02  2.92e-02    2.9e-05
4487000    1.14e-01  1.38e-01    7.01e-04  6.93e-04    4.38e-02  5.31e-02    2.9e-05
4488000    2.83e-01  2.72e-01    3.22e-03  2.96e-03    1.09e-01  1.05e-01    2.9e-05
4489000    7.93e-02  7.97e-02    2.97e-04  3.18e-04    3.05e-02  3.07e-02    2.9e-05
4490000    6.81e-02  8.58e-02    8.16e-04  8.07e-04    2.63e-02  3.32e-02    2.8e-05
4491000    2.83e-01  2.47e-01    8.75e-03  8.77e-03    1.09e-01  9.54e-02    2.8e-05
4492000    7.89e-02  8.43e-02    2.86e-04  3.60e-04    3.05e-02  3.26e-02    2.8e-05
4493000    7.95e-02  7.68e-02    1.10e-03  1.02e-03    3.07e-02  2.97e-02    2.8e-05
4494000    6.91e-02  7.44e-02    5.84e-04  5.74e-04    2.67e-02  2.88e-02    2.8e-05
4495000    6.91e-02  6.01e-02    1.68e-03  1.68e-03    2.66e-02  2.31e-02    2.8e-05
4496000    2.85e-01  2.89e-01    8.88e-03  9.22e-03    1.10e-01  1.12e-01    2.8e-05
4497000    6.82e-02  6.09e-02    2.11e-04  1.88e-04    2.64e-02  2.35e-02    2.8e-05
4498000    6.96e-02  6.78e-02    1.13e-04  1.32e-04    2.69e-02  2.62e-02    2.8e-05
4499000    1.13e-01  1.20e-01    5.49e-04  5.19e-04    4.37e-02  4.66e-02    2.8e-05
4500000    7.84e-02  7.81e-02    7.47e-04  8.33e-04    3.04e-02  3.03e-02    2.8e-05
4501000    1.14e-01  1.05e-01    1.83e-03  1.75e-03    4.42e-02  4.10e-02    2.8e-05
4502000    6.75e-02  6.30e-02    1.84e-04  1.88e-04    2.62e-02  2.45e-02    2.8e-05
4503000    7.82e-02  8.15e-02    2.57e-04  3.38e-04    3.04e-02  3.17e-02    2.8e-05
4504000    7.07e-02  8.28e-02    1.12e-03  1.13e-03    2.74e-02  3.21e-02    2.8e-05
4505000    7.84e-02  8.05e-02    7.28e-04  7.46e-04    3.04e-02  3.13e-02    2.8e-05
4506000    7.80e-02  8.29e-02    2.44e-04  2.68e-04    3.03e-02  3.22e-02    2.8e-05
4507000    6.83e-02  5.77e-02    2.87e-04  3.15e-04    2.65e-02  2.24e-02    2.8e-05
4508000    6.86e-02  5.84e-02    4.62e-04  4.94e-04    2.67e-02  2.27e-02    2.8e-05
4509000    6.78e-02  7.44e-02    1.31e-03  1.31e-03    2.63e-02  2.89e-02    2.8e-05
4510000    6.74e-02  6.05e-02    1.90e-04  1.85e-04    2.63e-02  2.36e-02    2.8e-05
4511000    7.81e-02  7.33e-02    5.65e-04  4.92e-04    3.05e-02  2.86e-02    2.8e-05
4512000    6.84e-02  5.83e-02    2.73e-04  2.86e-04    2.67e-02  2.28e-02    2.8e-05
4513000    2.82e-01  3.03e-01    1.21e-02  1.29e-02    1.10e-01  1.18e-01    2.8e-05
4514000    6.78e-02  7.04e-02    1.90e-04  1.29e-04    2.65e-02  2.75e-02    2.8e-05
4515000    1.12e-01  1.21e-01    6.06e-04  6.21e-04    4.38e-02  4.71e-02    2.8e-05
4516000    1.12e-01  7.64e-02    1.01e-03  9.58e-04    4.39e-02  2.98e-02    2.8e-05
4517000    7.79e-02  7.61e-02    9.64e-04  9.40e-04    3.04e-02  2.97e-02    2.8e-05
4518000    2.83e-01  2.64e-01    6.92e-03  6.81e-03    1.10e-01  1.03e-01    2.8e-05
4519000    1.13e-01  8.07e-02    3.09e-04  2.24e-04    4.40e-02  3.15e-02    2.8e-05
4520000    2.78e-01  2.48e-01    3.54e-03  3.58e-03    1.09e-01  9.74e-02    2.7e-05
4521000    6.82e-02  7.43e-02    3.99e-04  4.06e-04    2.68e-02  2.92e-02    2.7e-05
4522000    2.77e-01  3.10e-01    3.94e-03  4.55e-03    1.09e-01  1.22e-01    2.7e-05
4523000    2.77e-01  2.92e-01    1.77e-03  2.97e-03    1.09e-01  1.15e-01    2.7e-05
4524000    1.12e-01  8.00e-02    6.22e-04  6.04e-04    4.38e-02  3.14e-02    2.7e-05
4525000    6.71e-02  6.72e-02    2.70e-04  3.05e-04    2.63e-02  2.64e-02    2.7e-05
4526000    6.80e-02  6.04e-02    1.29e-04  1.26e-04    2.67e-02  2.37e-02    2.7e-05
4527000    2.79e-01  2.39e-01    2.81e-03  3.42e-03    1.10e-01  9.38e-02    2.7e-05
4528000    6.77e-02  7.36e-02    8.38e-05  5.56e-05    2.66e-02  2.89e-02    2.7e-05
4529000    6.83e-02  4.88e-02    5.16e-04  5.04e-04    2.68e-02  1.91e-02    2.7e-05
4530000    7.68e-02  7.73e-02    2.85e-04  3.42e-04    3.03e-02  3.05e-02    2.7e-05
4531000    6.89e-02  6.11e-02    5.41e-04  4.47e-04    2.72e-02  2.41e-02    2.7e-05
4532000    6.70e-02  5.88e-02    2.74e-04  2.78e-04    2.64e-02  2.32e-02    2.7e-05
4533000    6.60e-02  7.15e-02    2.87e-04  2.00e-04    2.60e-02  2.82e-02    2.7e-05
4534000    2.76e-01  2.59e-01    7.65e-03  7.29e-03    1.09e-01  1.02e-01    2.7e-05
4535000    7.72e-02  7.64e-02    2.35e-04  2.35e-04    3.05e-02  3.01e-02    2.7e-05
4536000    3.29e-01  3.20e-01    3.10e-02  3.11e-02    1.26e-01  1.23e-01    2.7e-05
4537000    1.14e-01  1.96e-01    2.86e-04  4.25e-04    4.48e-02  7.74e-02    2.7e-05
4538000    2.79e-01  2.45e-01    7.81e-03  7.45e-03    1.10e-01  9.65e-02    2.7e-05
4539000    6.80e-02  5.40e-02    1.00e-04  1.12e-04    2.68e-02  2.13e-02    2.7e-05
4540000    7.63e-02  7.51e-02    2.06e-04  2.27e-04    3.02e-02  2.98e-02    2.7e-05
4541000    6.70e-02  6.21e-02    3.71e-04  3.42e-04    2.65e-02  2.46e-02    2.7e-05
4542000    1.10e-01  9.23e-02    2.58e-04  1.97e-04    4.37e-02  3.66e-02    2.7e-05
4543000    7.76e-02  8.04e-02    3.18e-04  3.39e-04    3.08e-02  3.19e-02    2.7e-05
4544000    7.65e-02  7.70e-02    2.61e-04  3.45e-04    3.03e-02  3.05e-02    2.7e-05
4545000    2.76e-01  3.13e-01    1.30e-02  1.24e-02    1.09e-01  1.23e-01    2.7e-05
4546000    7.62e-02  7.88e-02    2.10e-04  2.70e-04    3.02e-02  3.12e-02    2.7e-05
4547000    1.10e-01  2.12e-01    2.45e-04  4.19e-04    4.37e-02  8.41e-02    2.7e-05
4548000    2.89e-01  2.66e-01    2.89e-02  2.90e-02    1.11e-01  1.02e-01    2.7e-05
4549000    1.10e-01  7.51e-02    4.65e-04  5.06e-04    4.36e-02  2.98e-02    2.7e-05
4550000    2.76e-01  2.88e-01    7.36e-03  7.43e-03    1.10e-01  1.15e-01    2.7e-05
4551000    1.10e-01  7.37e-02    4.00e-04  4.21e-04    4.38e-02  2.93e-02    2.7e-05
