  batch      l2_tst    l2_trn     l2_etst   l2_etrn     l2_ftst   l2_ftrn         lr
4552000    7.60e-02  7.94e-02    5.01e-04  4.94e-04    3.03e-02  3.16e-02    2.7e-05
4553000    6.67e-02  5.45e-02    8.18e-05  9.17e-05    2.66e-02  2.17e-02    2.7e-05
4554000    6.66e-02  5.70e-02    1.14e-04  9.09e-05    2.65e-02  2.27e-02    2.7e-05
4555000    2.73e-01  2.91e-01    4.88e-03  5.09e-03    1.09e-01  1.16e-01    2.7e-05
4556000    7.58e-02  7.15e-02    2.07e-04  1.56e-04    3.02e-02  2.85e-02    2.7e-05
4557000    1.10e-01  9.36e-02    3.33e-04  3.40e-04    4.37e-02  3.73e-02    2.7e-05
4558000    3.01e-01  3.06e-01    2.39e-02  2.39e-02    1.18e-01  1.20e-01    2.7e-05
4559000    6.53e-02  6.68e-02    2.19e-04  2.30e-04    2.60e-02  2.66e-02    2.7e-05
4560000    2.81e-01  2.48e-01    1.75e-02  1.64e-02    1.11e-01  9.78e-02    2.6e-05
4561000    6.66e-02  7.81e-02    1.05e-03  1.05e-03    2.66e-02  3.12e-02    2.6e-05
4562000    1.09e-01  6.45e-02    3.69e-04  3.96e-04    4.38e-02  2.58e-02    2.6e-05
4563000    6.51e-02  6.12e-02    4.52e-04  3.80e-04    2.60e-02  2.45e-02    2.6e-05
4564000    6.89e-02  6.17e-02    1.26e-03  1.23e-03    2.75e-02  2.46e-02    2.6e-05
4565000    2.73e-01  2.87e-01    7.31e-03  8.03e-03    1.09e-01  1.14e-01    2.6e-05
4566000    2.71e-01  2.81e-01    1.43e-03  1.44e-03    1.08e-01  1.13e-01    2.6e-05
4567000    2.71e-01  2.45e-01    2.87e-03  2.87e-03    1.09e-01  9.79e-02    2.6e-05
4568000    7.82e-02  7.59e-02    3.36e-03  3.27e-03    3.06e-02  2.97e-02    2.6e-05
4569000    6.53e-02  5.29e-02    7.73e-04  8.62e-04    2.61e-02  2.11e-02    2.6e-05
4570000    6.55e-02  7.15e-02    4.39e-04  4.95e-04    2.63e-02  2.87e-02    2.6e-05
4571000    6.47e-02  7.25e-02    2.19e-04  1.60e-04    2.60e-02  2.92e-02    2.6e-05
4572000    6.53e-02  6.32e-02    2.76e-04  3.34e-04    2.62e-02  2.54e-02    2.6e-05
4573000    6.60e-02  6.83e-02    8.90e-05  6.50e-05    2.65e-02  2.74e-02    2.6e-05
4574000    7.58e-02  8.03e-02    1.40e-03  1.34e-03    3.04e-02  3.22e-02    2.6e-05
4575000    2.70e-01  3.26e-01    2.32e-03  1.87e-03    1.09e-01  1.31e-01    2.6e-05
4576000    2.73e-01  2.36e-01    9.55e-03  9.73e-03    1.10e-01  9.45e-02    2.6e-05
4577000    6.60e-02  5.75e-02    1.23e-04  1.19e-04    2.66e-02  2.31e-02    2.6e-05
4578000    1.10e-01  1.07e-01    2.64e-04  2.18e-04    4.40e-02  4.32e-02    2.6e-05
4579000    6.62e-02  5.28e-02    2.73e-04  2.87e-04    2.66e-02  2.12e-02    2.6e-05
4580000    6.66e-02  5.59e-02    2.72e-04  2.42e-04    2.69e-02  2.26e-02    2.6e-05
4581000    1.08e-01  1.03e-01    5.73e-04  5.61e-04    4.37e-02  4.15e-02    2.6e-05
4582000    7.45e-02  7.51e-02    2.65e-04  2.57e-04    3.01e-02  3.03e-02    2.6e-05
4583000    7.48e-02  7.54e-02    6.73e-04  6.55e-04    3.02e-02  3.05e-02    2.6e-05
4584000    6.59e-02  5.32e-02    5.15e-04  5.34e-04    2.66e-02  2.15e-02    2.6e-05
4585000    6.41e-02  6.91e-02    1.80e-04  2.56e-04    2.59e-02  2.79e-02    2.6e-05
4586000    1.09e-01  1.08e-01    4.85e-04  5.37e-04    4.40e-02  4.38e-02    2.6e-05
4587000    7.49e-02  7.39e-02    2.80e-04  3.81e-04    3.03e-02  2.99e-02    2.6e-05
4588000    6.48e-02  6.67e-02    4.57e-04  4.93e-04    2.62e-02  2.69e-02    2.6e-05
4589000    2.69e-01  2.63e-01    1.47e-03  1.64e-03    1.09e-01  1.06e-01    2.6e-05
4590000    6.55e-02  5.94e-02    2.06e-04  1.87e-04    2.66e-02  2.41e-02    2.5e-05
4591000    7.43e-02  7.50e-02    4.54e-04  4.24e-04    3.02e-02  3.04e-02    2.5e-05
4592000    1.08e-01  1.06e-01    8.34e-04  8.48e-04    4.38e-02  4.29e-02    2.5e-05
4593000    6.60e-02  7.74e-02    2.07e-04  2.22e-04    2.68e-02  3.14e-02    2.5e-05
4594000    6.50e-02  7.55e-02    6.78e-04  7.08e-04    2.64e-02  3.06e-02    2.5e-05
4595000    7.45e-02  7.38e-02    2.44e-04  2.86e-04    3.02e-02  3.00e-02    2.5e-05
4596000    1.08e-01  1.76e-01    2.60e-04  4.51e-04    4.40e-02  7.16e-02    2.5e-05
4597000    7.40e-02  7.24e-02    2.49e-04  1.80e-04    3.00e-02  2.94e-02    2.5e-05
4598000    7.16e-02  5.73e-02    2.16e-03  2.12e-03    2.89e-02  2.31e-02    2.5e-05
4599000    2.67e-01  2.80e-01    4.21e-03  4.39e-03    1.09e-01  1.14e-01    2.5e-05
4600000    6.50e-02  5.93e-02    7.86e-04  8.18e-04    2.65e-02  2.41e-02    2.5e-05
4601000    7.43e-02  7.01e-02    2.16e-04  2.61e-04    3.03e-02  2.86e-02    2.5e-05
4602000    1.07e-01  9.69e-02    2.93e-04  1.85e-04    4.37e-02  3.96e-02    2.5e-05
4603000    2.69e-01  2.33e-01    5.33e-03  5.20e-03    1.09e-01  9.50e-02    2.5e-05
4604000    7.36e-02  7.27e-02    2.33e-04  2.17e-04    3.00e-02  2.96e-02    2.5e-05
4605000    1.07e-01  7.38e-02    3.07e-04  3.28e-04    4.38e-02  3.01e-02    2.5e-05
4606000    7.38e-02  7.38e-02    3.82e-04  4.00e-04    3.01e-02  3.01e-02    2.5e-05
4607000    7.38e-02  7.81e-02    5.09e-04  4.61e-04    3.01e-02  3.18e-02    2.5e-05
4608000    1.07e-01  1.08e-01    2.62e-04  2.41e-04    4.37e-02  4.42e-02    2.5e-05
4609000    7.38e-02  7.35e-02    2.43e-04  2.37e-04    3.01e-02  3.00e-02    2.5e-05
4610000    6.34e-02  5.67e-02    8.39e-04  8.78e-04    2.60e-02  2.32e-02    2.5e-05
4611000    1.07e-01  7.54e-02    4.20e-04  4.12e-04    4.37e-02  3.09e-02    2.5e-05
4612000    6.52e-02  5.38e-02    1.16e-04  1.26e-04    2.67e-02  2.20e-02    2.5e-05
4613000    1.08e-01  8.58e-02    2.42e-04  2.66e-04    4.43e-02  3.52e-02    2.5e-05
4614000    2.66e-01  2.04e-01    7.17e-03  6.88e-03    1.09e-01  8.32e-02    2.5e-05
4615000    1.07e-01  6.60e-02    1.38e-03  1.45e-03    4.40e-02  2.70e-02    2.5e-05
4616000    7.34e-02  6.94e-02    2.19e-04  1.95e-04    3.01e-02  2.84e-02    2.5e-05
4617000    6.55e-02  7.92e-02    3.92e-04  4.37e-04    2.68e-02  3.25e-02    2.5e-05
4618000    6.32e-02  5.96e-02    5.41e-04  5.17e-04    2.59e-02  2.44e-02    2.5e-05
4619000    1.07e-01  9.27e-02    2.20e-04  1.43e-04    4.37e-02  3.80e-02    2.5e-05
4620000    7.30e-02  7.05e-02    2.20e-04  2.39e-04    3.01e-02  2.90e-02    2.4e-05
4621000    6.78e-02  6.36e-02    2.16e-04  2.13e-04    2.79e-02  2.62e-02    2.4e-05
4622000    1.07e-01  6.36e-02    4.64e-04  3.74e-04    4.39e-02  2.62e-02    2.4e-05
4623000    7.27e-02  6.88e-02    2.56e-04  3.22e-04    3.00e-02  2.84e-02    2.4e-05
4624000    2.63e-01  2.84e-01    5.97e-03  5.68e-03    1.08e-01  1.17e-01    2.4e-05
4625000    6.30e-02  5.94e-02    5.87e-04  5.59e-04    2.59e-02  2.44e-02    2.4e-05
4626000    2.62e-01  2.78e-01    1.75e-03  2.63e-03    1.08e-01  1.15e-01    2.4e-05
4627000    6.46e-02  5.75e-02    5.75e-04  5.52e-04    2.66e-02  2.37e-02    2.4e-05
4628000    2.63e-01  2.84e-01    1.61e-03  1.30e-03    1.08e-01  1.17e-01    2.4e-05
4629000    6.43e-02  6.14e-02    2.34e-04  2.39e-04    2.65e-02  2.53e-02    2.4e-05
4630000    1.07e-01  1.74e-01    6.96e-04  7.94e-04    4.43e-02  7.19e-02    2.4e-05
4631000    6.44e-02  7.35e-02    4.90e-04  5.34e-04    2.66e-02  3.04e-02    2.4e-05
4632000    1.05e-01  1.02e-01    3.17e-04  2.23e-04    4.37e-02  4.23e-02    2.4e-05
4633000    7.25e-02  7.53e-02    9.36e-04  9.17e-04    2.99e-02  3.11e-02    2.4e-05
4634000    2.65e-01  2.50e-01    2.53e-03  1.94e-03    1.10e-01  1.03e-01    2.4e-05
4635000    6.31e-02  5.38e-02    9.68e-04  9.51e-04    2.61e-02  2.22e-02    2.4e-05
4636000    6.30e-02  6.57e-02    4.36e-04  4.67e-04    2.61e-02  2.72e-02    2.4e-05
4637000    1.06e-01  7.98e-02    3.20e-04  2.60e-04    4.37e-02  3.30e-02    2.4e-05
4638000    6.30e-02  6.53e-02    2.46e-04  2.36e-04    2.61e-02  2.70e-02    2.4e-05
4639000    6.28e-02  5.72e-02    2.04e-04  1.22e-04    2.60e-02  2.37e-02    2.4e-05
4640000    7.27e-02  7.70e-02    4.36e-04  5.03e-04    3.02e-02  3.20e-02    2.4e-05
4641000    6.24e-02  6.34e-02    3.17e-04  2.34e-04    2.60e-02  2.64e-02    2.4e-05
4642000    2.61e-01  2.53e-01    1.44e-03  1.77e-03    1.09e-01  1.05e-01    2.4e-05
4643000    6.22e-02  6.41e-02    6.51e-04  6.24e-04    2.59e-02  2.66e-02    2.4e-05
4644000    7.23e-02  7.60e-02    3.65e-04  3.55e-04    3.01e-02  3.16e-02    2.4e-05
4645000    6.24e-02  5.83e-02    6.69e-04  6.92e-04    2.60e-02  2.42e-02    2.4e-05
4646000    6.46e-02  6.05e-02    6.35e-04  6.21e-04    2.69e-02  2.52e-02    2.4e-05
4647000    7.21e-02  7.03e-02    3.11e-04  4.57e-04    3.00e-02  2.92e-02    2.4e-05
4648000    6.47e-02  5.33e-02    4.16e-04  4.22e-04    2.69e-02  2.22e-02    2.4e-05
4649000    2.63e-01  2.36e-01    3.80e-03  3.04e-03    1.09e-01  9.80e-02    2.4e-05
4650000    6.18e-02  6.07e-02    5.25e-04  4.85e-04    2.58e-02  2.53e-02    2.4e-05
4651000    7.16e-02  7.36e-02    2.05e-04  1.52e-04    2.99e-02  3.07e-02    2.4e-05
4652000    2.59e-01  2.38e-01    8.19e-03  8.28e-03    1.08e-01  9.90e-02    2.4e-05
4653000    2.70e-01  2.56e-01    1.74e-02  1.69e-02    1.11e-01  1.05e-01    2.4e-05
4654000    7.33e-02  7.26e-02    4.87e-04  4.24e-04    3.06e-02  3.03e-02    2.4e-05
4655000    1.05e-01  7.24e-02    4.70e-04  4.47e-04    4.38e-02  3.03e-02    2.4e-05
4656000    6.36e-02  7.33e-02    2.03e-04  2.23e-04    2.66e-02  3.06e-02    2.4e-05
4657000    7.28e-02  7.36e-02    2.54e-04  2.43e-04    3.04e-02  3.08e-02    2.4e-05
4658000    7.22e-02  6.90e-02    7.38e-04  7.26e-04    3.02e-02  2.88e-02    2.4e-05
4659000    6.29e-02  6.10e-02    2.55e-04  2.37e-04    2.63e-02  2.55e-02    2.4e-05
4660000    6.33e-02  5.41e-02    2.19e-04  2.66e-04    2.66e-02  2.27e-02    2.3e-05
4661000    6.17e-02  7.05e-02    6.31e-04  7.30e-04    2.59e-02  2.96e-02    2.3e-05
4662000    6.36e-02  6.46e-02    4.67e-04  4.65e-04    2.67e-02  2.71e-02    2.3e-05
4663000    6.36e-02  6.96e-02    1.10e-03  1.10e-03    2.66e-02  2.92e-02    2.3e-05
4664000    7.13e-02  7.18e-02    3.80e-04  2.64e-04    2.99e-02  3.01e-02    2.3e-05
4665000    6.19e-02  5.57e-02    5.96e-04  6.17e-04    2.60e-02  2.34e-02    2.3e-05
4666000    1.04e-01  8.64e-02    2.45e-04  2.21e-04    4.37e-02  3.63e-02    2.3e-05
4667000    7.13e-02  7.30e-02    2.33e-04  2.76e-04    3.00e-02  3.06e-02    2.3e-05
4668000    1.04e-01  9.17e-02    2.29e-04  1.58e-04    4.37e-02  3.85e-02    2.3e-05
4669000    1.04e-01  8.10e-02    2.34e-04  1.64e-04    4.38e-02  3.40e-02    2.3e-05
4670000    1.03e-01  1.17e-01    7.75e-04  7.99e-04    4.36e-02  4.95e-02    2.3e-05
4671000    6.33e-02  4.83e-02    1.20e-04  7.84e-05    2.67e-02  2.04e-02    2.3e-05
4672000    1.04e-01  7.68e-02    2.31e-04  1.15e-04    4.38e-02  3.24e-02    2.3e-05
4673000    1.03e-01  6.04e-02    2.34e-04  1.60e-04    4.36e-02  2.55e-02    2.3e-05
4674000    6.37e-02  8.80e-02    9.18e-04  9.24e-04    2.68e-02  3.71e-02    2.3e-05
4675000    6.18e-02  5.36e-02    1.93e-04  1.42e-04    2.61e-02  2.26e-02    2.3e-05
4676000    2.56e-01  2.71e-01    6.34e-03  6.85e-03    1.08e-01  1.14e-01    2.3e-05
4677000    1.03e-01  8.06e-02    3.04e-04  3.12e-04    4.36e-02  3.40e-02    2.3e-05
4678000    6.31e-02  4.64e-02    6.44e-04  6.61e-04    2.66e-02  1.96e-02    2.3e-05
4679000    2.56e-01  2.30e-01    5.94e-03  6.19e-03    1.08e-01  9.67e-02    2.3e-05
4680000    6.12e-02  6.18e-02    8.62e-04  8.39e-04    2.59e-02  2.62e-02    2.3e-05
4681000    6.10e-02  5.52e-02    3.48e-04  3.08e-04    2.58e-02  2.34e-02    2.3e-05
4682000    2.54e-01  2.18e-01    3.08e-03  3.29e-03    1.08e-01  9.22e-02    2.3e-05
4683000    1.03e-01  8.87e-02    2.61e-04  3.15e-04    4.37e-02  3.76e-02    2.3e-05
4684000    6.12e-02  6.86e-02    2.78e-04  3.18e-04    2.59e-02  2.91e-02    2.3e-05
4685000    2.55e-01  2.27e-01    3.60e-03  3.30e-03    1.08e-01  9.63e-02    2.3e-05
4686000    6.13e-02  5.12e-02    3.71e-04  4.11e-04    2.60e-02  2.17e-02    2.3e-05
4687000    7.04e-02  7.16e-02    2.80e-04  2.39e-04    2.98e-02  3.03e-02    2.3e-05
4688000    6.24e-02  5.88e-02    1.14e-04  1.25e-04    2.65e-02  2.49e-02    2.3e-05
4689000    2.55e-01  2.14e-01    4.48e-03  4.30e-03    1.08e-01  9.08e-02    2.3e-05
4690000    2.53e-01  3.07e-01    1.46e-03  2.40e-03    1.08e-01  1.31e-01    2.3e-05
4691000    1.05e-01  8.26e-02    4.47e-04  4.04e-04    4.47e-02  3.52e-02    2.3e-05
4692000    6.19e-02  5.84e-02    7.39e-04  7.85e-04    2.63e-02  2.48e-02    2.3e-05
4693000    7.01e-02  6.86e-02    3.57e-04  5.14e-04    2.98e-02  2.92e-02    2.3e-05
4694000    6.31e-02  6.54e-02    2.11e-04  2.14e-04    2.69e-02  2.78e-02    2.3e-05
4695000    1.03e-01  8.02e-02    2.23e-04  2.12e-04    4.37e-02  3.41e-02    2.3e-05
4696000    2.53e-01  2.52e-01    3.03e-03  3.32e-03    1.08e-01  1.07e-01    2.3e-05
4697000    7.06e-02  7.09e-02    1.46e-03  1.40e-03    2.99e-02  3.00e-02    2.3e-05
4698000    1.03e-01  1.01e-01    2.28e-04  1.56e-04    4.39e-02  4.31e-02    2.3e-05
4699000    6.14e-02  6.67e-02    5.27e-04  5.29e-04    2.61e-02  2.84e-02    2.3e-05
4700000    1.02e-01  5.23e-02    4.34e-04  4.58e-04    4.37e-02  2.24e-02    2.2e-05
4701000    1.02e-01  6.06e-02    3.33e-04  1.89e-04    4.37e-02  2.59e-02    2.2e-05
4702000    1.02e-01  8.10e-02    2.51e-04  1.78e-04    4.36e-02  3.47e-02    2.2e-05
4703000    6.10e-02  5.87e-02    3.26e-04  2.86e-04    2.61e-02  2.51e-02    2.2e-05
4704000    6.22e-02  6.97e-02    5.54e-04  5.21e-04    2.66e-02  2.98e-02    2.2e-05
4705000    2.54e-01  2.13e-01    1.13e-02  1.17e-02    1.08e-01  9.02e-02    2.2e-05
4706000    2.55e-01  2.80e-01    9.15e-03  8.87e-03    1.09e-01  1.20e-01    2.2e-05
4707000    6.20e-02  4.97e-02    9.72e-05  7.66e-05    2.65e-02  2.13e-02    2.2e-05
4708000    6.99e-02  6.94e-02    3.40e-04  3.80e-04    2.99e-02  2.97e-02    2.2e-05
4709000    6.96e-02  6.76e-02    2.05e-04  1.71e-04    2.98e-02  2.89e-02    2.2e-05
4710000    2.51e-01  2.78e-01    5.08e-03  5.33e-03    1.08e-01  1.19e-01    2.2e-05
4711000    6.23e-02  6.38e-02    1.10e-03  1.16e-03    2.67e-02  2.74e-02    2.2e-05
4712000    6.15e-02  5.47e-02    2.93e-04  3.67e-04    2.64e-02  2.35e-02    2.2e-05
4713000    1.02e-01  8.41e-02    6.28e-04  6.43e-04    4.36e-02  3.61e-02    2.2e-05
4714000    2.51e-01  2.44e-01    2.91e-03  2.81e-03    1.08e-01  1.05e-01    2.2e-05
4715000    1.02e-01  1.17e-01    3.98e-04  3.17e-04    4.37e-02  5.03e-02    2.2e-05
4716000    2.50e-01  2.96e-01    1.55e-03  1.82e-03    1.08e-01  1.27e-01    2.2e-05
4717000    7.01e-02  7.19e-02    1.46e-03  1.53e-03    3.00e-02  3.07e-02    2.2e-05
4718000    6.91e-02  6.74e-02    2.64e-04  2.23e-04    2.97e-02  2.90e-02    2.2e-05
4719000    2.51e-01  2.38e-01    2.46e-03  2.14e-03    1.08e-01  1.02e-01    2.2e-05
4720000    6.87e-02  6.98e-02    2.37e-04  2.01e-04    2.97e-02  3.01e-02    2.2e-05
4721000    6.15e-02  4.72e-02    1.67e-04  1.91e-04    2.66e-02  2.04e-02    2.2e-05
4722000    6.00e-02  5.52e-02    5.02e-04  4.94e-04    2.59e-02  2.38e-02    2.2e-05
4723000    2.52e-01  2.67e-01    1.16e-02  1.16e-02    1.08e-01  1.14e-01    2.2e-05
4724000    5.96e-02  6.48e-02    2.12e-04  2.47e-04    2.57e-02  2.80e-02    2.2e-05
4725000    5.99e-02  6.59e-02    4.24e-04  4.40e-04    2.59e-02  2.85e-02    2.2e-05
4726000    6.13e-02  5.90e-02    8.55e-04  8.73e-04    2.65e-02  2.55e-02    2.2e-05
4727000    6.89e-02  6.74e-02    2.06e-04  1.68e-04    2.98e-02  2.91e-02    2.2e-05
4728000    6.14e-02  7.52e-02    3.76e-04  4.27e-04    2.65e-02  3.25e-02    2.2e-05
4729000    1.02e-01  6.92e-02    2.36e-04  3.27e-04    4.40e-02  2.99e-02    2.2e-05
4730000    6.84e-02  7.16e-02    2.83e-04  2.70e-04    2.97e-02  3.11e-02    2.2e-05
4731000    5.94e-02  6.04e-02    5.66e-04  5.00e-04    2.58e-02  2.62e-02    2.2e-05
4732000    6.14e-02  7.02e-02    1.21e-04  1.09e-04    2.66e-02  3.04e-02    2.2e-05
4733000    6.11e-02  5.61e-02    4.88e-04  4.52e-04    2.65e-02  2.43e-02    2.2e-05
4734000    5.93e-02  5.87e-02    2.53e-04  2.32e-04    2.57e-02  2.55e-02    2.2e-05
4735000    6.85e-02  6.92e-02    4.25e-04  3.33e-04    2.97e-02  3.00e-02    2.2e-05
4736000    2.48e-01  2.19e-01    3.82e-03  3.49e-03    1.08e-01  9.50e-02    2.2e-05
4737000    6.19e-02  5.48e-02    3.17e-04  2.69e-04    2.69e-02  2.38e-02    2.2e-05
4738000    1.00e-01  1.91e-01    8.58e-04  8.15e-04    4.36e-02  8.29e-02    2.2e-05
4739000    2.50e-01  2.46e-01    2.84e-03  2.74e-03    1.08e-01  1.07e-01    2.2e-05
4740000    1.00e-01  9.52e-02    1.41e-03  1.43e-03    4.36e-02  4.15e-02    2.1e-05
4741000    1.01e-01  8.09e-02    2.91e-04  2.40e-04    4.41e-02  3.53e-02    2.1e-05
4742000    1.00e-01  1.81e-01    6.29e-04  7.66e-04    4.36e-02  7.87e-02    2.1e-05
4743000    2.46e-01  2.86e-01    3.80e-03  3.62e-03    1.07e-01  1.25e-01    2.1e-05
4744000    1.00e-01  8.39e-02    4.51e-04  4.38e-04    4.37e-02  3.66e-02    2.1e-05
4745000    5.93e-02  6.14e-02    2.40e-04  2.43e-04    2.59e-02  2.68e-02    2.1e-05
4746000    2.55e-01  2.41e-01    1.49e-02  1.40e-02    1.10e-01  1.04e-01    2.1e-05
4747000    6.07e-02  7.58e-02    3.80e-04  3.40e-04    2.64e-02  3.30e-02    2.1e-05
4748000    6.07e-02  4.98e-02    4.98e-04  4.84e-04    2.64e-02  2.17e-02    2.1e-05
4749000    5.92e-02  5.36e-02    2.01e-04  1.77e-04    2.58e-02  2.33e-02    2.1e-05
4750000    2.49e-01  2.47e-01    1.31e-02  1.32e-02    1.08e-01  1.07e-01    2.1e-05
4751000    5.93e-02  5.69e-02    2.11e-04  2.19e-04    2.60e-02  2.49e-02    2.1e-05
4752000    6.77e-02  7.34e-02    2.11e-04  2.53e-04    2.96e-02  3.22e-02    2.1e-05
4753000    9.98e-02  9.09e-02    5.77e-04  5.77e-04    4.37e-02  3.98e-02    2.1e-05
4754000    9.96e-02  1.65e-01    2.99e-04  4.62e-04    4.36e-02  7.21e-02    2.1e-05
4755000    2.46e-01  2.34e-01    5.36e-03  5.78e-03    1.08e-01  1.02e-01    2.1e-05
4756000    9.97e-02  9.96e-02    2.60e-04  1.63e-04    4.37e-02  4.36e-02    2.1e-05
4757000    2.45e-01  2.39e-01    3.13e-03  3.10e-03    1.07e-01  1.05e-01    2.1e-05
4758000    6.04e-02  6.11e-02    1.06e-04  1.01e-04    2.65e-02  2.68e-02    2.1e-05
4759000    5.89e-02  5.06e-02    2.51e-04  2.33e-04    2.58e-02  2.22e-02    2.1e-05
4760000    6.02e-02  6.90e-02    9.55e-05  9.93e-05    2.65e-02  3.04e-02    2.1e-05
4761000    2.45e-01  2.18e-01    5.70e-03  6.04e-03    1.08e-01  9.59e-02    2.1e-05
4762000    5.87e-02  5.61e-02    1.84e-04  1.69e-04    2.58e-02  2.47e-02    2.1e-05
4763000    9.92e-02  8.79e-02    8.60e-04  9.41e-04    4.36e-02  3.87e-02    2.1e-05
4764000    6.04e-02  8.24e-02    5.45e-04  5.41e-04    2.65e-02  3.62e-02    2.1e-05
4765000    6.75e-02  6.99e-02    6.70e-04  6.56e-04    2.97e-02  3.07e-02    2.1e-05
4766000    6.02e-02  4.54e-02    2.65e-04  3.07e-04    2.65e-02  2.00e-02    2.1e-05
4767000    9.94e-02  1.82e-01    4.98e-04  7.47e-04    4.37e-02  8.03e-02    2.1e-05
4768000    9.93e-02  8.97e-02    9.16e-04  9.36e-04    4.37e-02  3.95e-02    2.1e-05
4769000    9.90e-02  8.68e-02    3.79e-04  3.82e-04    4.36e-02  3.82e-02    2.1e-05
4770000    5.84e-02  7.05e-02    5.15e-04  5.73e-04    2.58e-02  3.12e-02    2.1e-05
4771000    2.47e-01  2.07e-01    2.08e-03  1.90e-03    1.09e-01  9.16e-02    2.1e-05
4772000    6.71e-02  6.85e-02    2.27e-04  2.73e-04    2.97e-02  3.03e-02    2.1e-05
4773000    2.43e-01  2.67e-01    4.17e-03  3.48e-03    1.07e-01  1.18e-01    2.1e-05
4774000    2.43e-01  2.47e-01    2.02e-03  1.84e-03    1.07e-01  1.09e-01    2.1e-05
4775000    5.89e-02  5.79e-02    2.46e-04  3.03e-04    2.60e-02  2.56e-02    2.1e-05
4776000    5.99e-02  4.50e-02    1.12e-04  8.55e-05    2.65e-02  1.99e-02    2.1e-05
4777000    6.71e-02  6.46e-02    2.80e-04  2.14e-04    2.97e-02  2.86e-02    2.1e-05
4778000    6.03e-02  4.62e-02    3.05e-04  3.10e-04    2.67e-02  2.04e-02    2.1e-05
4779000    6.73e-02  6.52e-02    4.15e-04  4.64e-04    2.97e-02  2.88e-02    2.1e-05
4780000    5.79e-02  5.70e-02    2.39e-04  2.13e-04    2.57e-02  2.53e-02    2.0e-05
4781000    5.96e-02  8.74e-02    4.53e-04  4.50e-04    2.64e-02  3.88e-02    2.0e-05
4782000    9.82e-02  1.16e-01    2.17e-04  1.33e-04    4.36e-02  5.17e-02    2.0e-05
4783000    6.69e-02  6.86e-02    2.63e-04  1.74e-04    2.97e-02  3.05e-02    2.0e-05
4784000    5.81e-02  5.68e-02    2.10e-04  1.38e-04    2.58e-02  2.52e-02    2.0e-05
4785000    5.99e-02  5.58e-02    5.89e-04  5.92e-04    2.66e-02  2.48e-02    2.0e-05
4786000    5.97e-02  4.93e-02    2.72e-04  2.71e-04    2.65e-02  2.19e-02    2.0e-05
4787000    2.46e-01  2.49e-01    1.05e-02  1.03e-02    1.09e-01  1.10e-01    2.0e-05
4788000    5.79e-02  4.71e-02    3.58e-04  2.69e-04    2.57e-02  2.09e-02    2.0e-05
4789000    2.42e-01  2.39e-01    4.38e-03  4.38e-03    1.07e-01  1.06e-01    2.0e-05
4790000    2.40e-01  2.24e-01    1.55e-03  1.45e-03    1.07e-01  9.99e-02    2.0e-05
4791000    5.94e-02  6.64e-02    4.92e-04  5.41e-04    2.65e-02  2.96e-02    2.0e-05
4792000    5.96e-02  5.30e-02    3.36e-04  3.08e-04    2.66e-02  2.36e-02    2.0e-05
4793000    5.76e-02  6.00e-02    2.89e-04  2.12e-04    2.57e-02  2.68e-02    2.0e-05
4794000    5.77e-02  6.01e-02    6.14e-04  6.13e-04    2.57e-02  2.68e-02    2.0e-05
4795000    5.95e-02  4.45e-02    9.52e-05  7.12e-05    2.65e-02  1.98e-02    2.0e-05
4796000    6.62e-02  6.51e-02    2.69e-04  2.58e-04    2.95e-02  2.90e-02    2.0e-05
4797000    5.84e-02  6.18e-02    2.46e-04  3.31e-04    2.60e-02  2.76e-02    2.0e-05
4798000    5.81e-02  5.18e-02    4.16e-04  4.50e-04    2.59e-02  2.31e-02    2.0e-05
4799000    5.82e-02  5.68e-02    1.87e-04  2.14e-04    2.60e-02  2.53e-02    2.0e-05
4800000    5.75e-02  5.92e-02    2.08e-04  2.17e-04    2.58e-02  2.65e-02    2.0e-05
4801000    9.80e-02  6.76e-02    6.89e-04  7.74e-04    4.39e-02  3.03e-02    2.0e-05
4802000    9.73e-02  1.63e-01    5.06e-04  5.57e-04    4.36e-02  7.33e-02    2.0e-05
4803000    2.39e-01  2.57e-01    4.09e-03  3.97e-03    1.07e-01  1.15e-01    2.0e-05
4804000    9.75e-02  8.16e-02    3.19e-04  2.26e-04    4.37e-02  3.66e-02    2.0e-05
4805000    6.60e-02  6.71e-02    6.88e-04  7.28e-04    2.95e-02  3.00e-02    2.0e-05
4806000    9.77e-02  7.27e-02    3.50e-04  3.10e-04    4.38e-02  3.26e-02    2.0e-05
4807000    5.96e-02  5.36e-02    1.50e-04  1.54e-04    2.67e-02  2.40e-02    2.0e-05
4808000    6.62e-02  6.75e-02    3.07e-04  2.82e-04    2.97e-02  3.03e-02    2.0e-05
4809000    9.80e-02  7.50e-02    7.80e-04  8.59e-04    4.39e-02  3.36e-02    2.0e-05
4810000    9.67e-02  9.34e-02    3.44e-04  3.30e-04    4.36e-02  4.21e-02    2.0e-05
4811000    2.37e-01  2.11e-01    1.57e-03  1.45e-03    1.07e-01  9.52e-02    2.0e-05
4812000    5.70e-02  4.88e-02    2.51e-04  2.11e-04    2.57e-02  2.20e-02    2.0e-05
4813000    5.70e-02  6.14e-02    3.94e-04  3.22e-04    2.57e-02  2.76e-02    2.0e-05
4814000    5.98e-02  6.85e-02    3.12e-04  3.67e-04    2.69e-02  3.08e-02    2.0e-05
